ID;Time[s];
6572;1.18822;Stop bit
6573;1.18823;Start bit
6574;1.18824;00000001
6575;1.18831;Stop bit
6576;1.18833;Start bit
6577;1.18834;00000000
6578;1.18841;Stop bit
6579;1.18842;Start bit
6580;1.18843;10000000
6581;1.1885;Stop bit
6582;1.18852;Start bit
6583;1.18853;11100011
6584;1.1886;Stop bit
6585;1.18862;Start bit
6586;1.18862;00000000
6587;1.18869;Stop bit
6588;1.18871;Start bit
6589;1.18872;01010101
6590;1.18879;Stop bit
6591;1.18881;Start bit
6592;1.18881;00000000
6593;1.18888;Stop bit
6594;1.18985;Start bit
6595;1.18986;00000001
6596;1.18993;Stop bit
6597;1.18994;Start bit
6598;1.18995;00000010
6599;1.19002;Stop bit
6600;1.19004;Start bit
6601;1.19005;11111101
6602;1.19012;Stop bit
6603;1.19013;Start bit
6604;1.19014;00001010
6605;1.19021;Stop bit
6606;1.19023;Start bit
6607;1.19024;00000000
6608;1.19031;Stop bit
6609;1.19033;Start bit
6610;1.19033;00000001
6611;1.1904;Stop bit
6612;1.19042;Start bit
6613;1.19043;00100100
6614;1.1905;Stop bit
6615;1.19052;Start bit
6616;1.19053;00000001
6617;1.19059;Stop bit
6618;1.19061;Start bit
6619;1.19062;00000000
6620;1.19069;Stop bit
6621;1.19071;Start bit
6622;1.19072;10000000
6623;1.19079;Stop bit
6624;1.1908;Start bit
6625;1.19081;00000011
6626;1.19088;Stop bit
6627;1.1909;Start bit
6628;1.19091;00000001
6629;1.19098;Stop bit
6630;1.19099;Start bit
6631;1.191;01010110
6632;1.19107;Stop bit
6633;1.19109;Start bit
6634;1.1911;00000000
6635;1.19117;Stop bit
6636;1.19213;Start bit
6637;1.19214;00000001
6638;1.19221;Stop bit
6639;1.19223;Start bit
6640;1.19224;00000010
6641;1.1923;Stop bit
6642;1.19232;Start bit
6643;1.19233;11111101
6644;1.1924;Stop bit
6645;1.19242;Start bit
6646;1.19243;00001010
6647;1.1925;Stop bit
6648;1.19251;Start bit
6649;1.19252;00000000
6650;1.19259;Stop bit
6651;1.19261;Start bit
6652;1.19262;00000001
6653;1.19269;Stop bit
6654;1.1927;Start bit
6655;1.19271;00101000
6656;1.19278;Stop bit
6657;1.1928;Start bit
6658;1.19281;00000001
6659;1.19288;Stop bit
6660;1.1929;Start bit
6661;1.1929;00000000
6662;1.19297;Stop bit
6663;1.19299;Start bit
6664;1.193;10000000
6665;1.19307;Stop bit
6666;1.19309;Start bit
6667;1.19309;00100111
6668;1.19316;Stop bit
6669;1.19318;Start bit
6670;1.19319;00000001
6671;1.19326;Stop bit
6672;1.19328;Start bit
6673;1.19329;01010111
6674;1.19335;Stop bit
6675;1.19337;Start bit
6676;1.19338;00000000
6677;1.19345;Stop bit
6678;1.19441;Start bit
6679;1.19442;00000001
6680;1.19449;Stop bit
6681;1.19451;Start bit
6682;1.19452;00000010
6683;1.19459;Stop bit
6684;1.19461;Start bit
6685;1.19461;11111101
6686;1.19468;Stop bit
6687;1.1947;Start bit
6688;1.19471;00001010
6689;1.19478;Stop bit
6690;1.1948;Start bit
6691;1.1948;00000000
6692;1.19487;Stop bit
6693;1.19489;Start bit
6694;1.1949;00000001
6695;1.19497;Stop bit
6696;1.19499;Start bit
6697;1.195;00101100
6698;1.19507;Stop bit
6699;1.19508;Start bit
6700;1.19509;00000001
6701;1.19516;Stop bit
6702;1.19518;Start bit
6703;1.19519;00000000
6704;1.19526;Stop bit
6705;1.19527;Start bit
6706;1.19528;10000000
6707;1.19535;Stop bit
6708;1.19537;Start bit
6709;1.19538;01001110
6710;1.19545;Stop bit
6711;1.19546;Start bit
6712;1.19547;00000001
6713;1.19554;Stop bit
6714;1.19556;Start bit
6715;1.19557;01011000
6716;1.19564;Stop bit
6717;1.19566;Start bit
6718;1.19566;00000000
6719;1.19573;Stop bit
6720;1.1967;Start bit
6721;1.19671;00000001
6722;1.19678;Stop bit
6723;1.19679;Start bit
6724;1.1968;00000010
6725;1.19687;Stop bit
6726;1.19689;Start bit
6727;1.1969;11111101
6728;1.19697;Stop bit
6729;1.19698;Start bit
6730;1.19699;00001010
6731;1.19706;Stop bit
6732;1.19708;Start bit
6733;1.19709;00000000
6734;1.19716;Stop bit
6735;1.19717;Start bit
6736;1.19718;00000001
6737;1.19725;Stop bit
6738;1.19727;Start bit
6739;1.19728;00110000
6740;1.19735;Stop bit
6741;1.19737;Start bit
6742;1.19737;00000001
6743;1.19744;Stop bit
6744;1.19746;Start bit
6745;1.19747;00000000
6746;1.19754;Stop bit
6747;1.19756;Start bit
6748;1.19757;10000000
6749;1.19764;Stop bit
6750;1.19765;Start bit
6751;1.19766;01111000
6752;1.19773;Stop bit
6753;1.19775;Start bit
6754;1.19776;00000001
6755;1.19783;Stop bit
6756;1.19784;Start bit
6757;1.19785;01011001
6758;1.19792;Stop bit
6759;1.19794;Start bit
6760;1.19795;00000000
6761;1.19802;Stop bit
6762;1.19898;Start bit
6763;1.19899;00000001
6764;1.19906;Stop bit
6765;1.19908;Start bit
6766;1.19908;00000010
6767;1.19915;Stop bit
6768;1.19917;Start bit
6769;1.19918;11111101
6770;1.19925;Stop bit
6771;1.19927;Start bit
6772;1.19928;00001010
6773;1.19935;Stop bit
6774;1.19936;Start bit
6775;1.19937;00000000
6776;1.19944;Stop bit
6777;1.19946;Start bit
6778;1.19947;00000001
6779;1.19954;Stop bit
6780;1.19955;Start bit
6781;1.19956;00110100
6782;1.19963;Stop bit
6783;1.19965;Start bit
6784;1.19966;00000001
6785;1.19973;Stop bit
6786;1.19974;Start bit
6787;1.19975;00000000
6788;1.19982;Stop bit
6789;1.19984;Start bit
6790;1.19985;10000000
6791;1.19992;Stop bit
6792;1.19994;Start bit
6793;1.19994;10100001
6794;1.20001;Stop bit
6795;1.20003;Start bit
6796;1.20004;00000001
6797;1.20011;Stop bit
6798;1.20013;Start bit
6799;1.20014;01011010
6800;1.2002;Stop bit
6801;1.20022;Start bit
6802;1.20023;00000000
6803;1.2003;Stop bit
6804;1.20126;Start bit
6805;1.20127;00000001
6806;1.20134;Stop bit
6807;1.20136;Start bit
6808;1.20137;00000010
6809;1.20144;Stop bit
6810;1.20145;Start bit
6811;1.20146;11111101
6812;1.20153;Stop bit
6813;1.20155;Start bit
6814;1.20156;00001010
6815;1.20163;Stop bit
6816;1.20165;Start bit
6817;1.20165;00000000
6818;1.20172;Stop bit
6819;1.20174;Start bit
6820;1.20175;00000001
6821;1.20182;Stop bit
6822;1.20184;Start bit
6823;1.20185;00111000
6824;1.20191;Stop bit
6825;1.20193;Start bit
6826;1.20194;00000001
6827;1.20201;Stop bit
6828;1.20203;Start bit
6829;1.20204;00000000
6830;1.20211;Stop bit
6831;1.20212;Start bit
6832;1.20213;10000000
6833;1.2022;Stop bit
6834;1.20222;Start bit
6835;1.20223;11001110
6836;1.2023;Stop bit
6837;1.20231;Start bit
6838;1.20232;00000001
6839;1.20239;Stop bit
6840;1.20241;Start bit
6841;1.20242;01011011
6842;1.20249;Stop bit
6843;1.20251;Start bit
6844;1.20251;00000000
6845;1.20258;Stop bit
6846;1.20355;Start bit
6847;1.20356;00000001
6848;1.20363;Stop bit
6849;1.20364;Start bit
6850;1.20365;00000010
6851;1.20372;Stop bit
6852;1.20374;Start bit
6853;1.20375;11111101
6854;1.20382;Stop bit
6855;1.20383;Start bit
6856;1.20384;00001010
6857;1.20391;Stop bit
6858;1.20393;Start bit
6859;1.20394;00000000
6860;1.20401;Stop bit
6861;1.20402;Start bit
6862;1.20403;00000001
6863;1.2041;Stop bit
6864;1.20412;Start bit
6865;1.20413;00111100
6866;1.2042;Stop bit
6867;1.20422;Start bit
6868;1.20422;00000001
6869;1.20429;Stop bit
6870;1.20431;Start bit
6871;1.20432;00000000
6872;1.20439;Stop bit
6873;1.20441;Start bit
6874;1.20442;10000000
6875;1.20449;Stop bit
6876;1.2045;Start bit
6877;1.20451;11111111
6878;1.20458;Stop bit
6879;1.2046;Start bit
6880;1.20461;00000001
6881;1.20468;Stop bit
6882;1.20469;Start bit
6883;1.2047;01011100
6884;1.20477;Stop bit
6885;1.20479;Start bit
6886;1.2048;00000000
6887;1.20487;Stop bit
6888;1.20583;Start bit
6889;1.20584;00000001
6890;1.20591;Stop bit
6891;1.20593;Start bit
6892;1.20593;00000010
6893;1.206;Stop bit
6894;1.20602;Start bit
6895;1.20603;11111101
6896;1.2061;Stop bit
6897;1.20612;Start bit
6898;1.20613;00001010
6899;1.20619;Stop bit
6900;1.20621;Start bit
6901;1.20622;00000000
6902;1.20629;Stop bit
6903;1.20631;Start bit
6904;1.20632;00000001
6905;1.20639;Stop bit
6906;1.2064;Start bit
6907;1.20641;01000000
6908;1.20648;Stop bit
6909;1.2065;Start bit
6910;1.20651;00000001
6911;1.20658;Stop bit
6912;1.20659;Start bit
6913;1.2066;00000000
6914;1.20667;Stop bit
6915;1.20669;Start bit
6916;1.2067;10000000
6917;1.20677;Stop bit
6918;1.20679;Start bit
6919;1.20679;00000000
6920;1.20686;Stop bit
6921;1.20688;Start bit
6922;1.20689;00000000
6923;1.20696;Stop bit
6924;1.20698;Start bit
6925;1.20698;00111111
6926;1.20705;Stop bit
6927;1.20707;Start bit
6928;1.20708;00000000
6929;1.20715;Stop bit
6930;1.20811;Start bit
6931;1.20812;00000001
6932;1.20819;Stop bit
6933;1.20821;Start bit
6934;1.20822;00000010
6935;1.20829;Stop bit
6936;1.2083;Start bit
6937;1.20831;11111101
6938;1.20838;Stop bit
6939;1.2084;Start bit
6940;1.20841;00001010
6941;1.20848;Stop bit
6942;1.2085;Start bit
6943;1.2085;00000000
6944;1.20857;Stop bit
6945;1.20859;Start bit
6946;1.2086;00000001
6947;1.20867;Stop bit
6948;1.20869;Start bit
6949;1.2087;01000000
6950;1.20876;Stop bit
6951;1.20878;Start bit
6952;1.20879;00000000
6953;1.20886;Stop bit
6954;1.20888;Start bit
6955;1.20889;00000000
6956;1.20896;Stop bit
6957;1.20897;Start bit
6958;1.20898;10000000
6959;1.20905;Stop bit
6960;1.20907;Start bit
6961;1.20908;00000000
6962;1.20915;Stop bit
6963;1.20916;Start bit
6964;1.20917;00000000
6965;1.20924;Stop bit
6966;1.20926;Start bit
6967;1.20927;00000000
6968;1.20934;Stop bit
6969;1.20936;Start bit
6970;1.20936;00010000
6971;1.20943;Stop bit
6972;1.21041;Start bit
6973;1.21041;00000001
6974;1.21048;Stop bit
6975;1.2105;Start bit
6976;1.21051;00000010
6977;1.21058;Stop bit
6978;1.2106;Start bit
6979;1.2106;11111101
6980;1.21067;Stop bit
6981;1.21069;Start bit
6982;1.2107;00001010
6983;1.21077;Stop bit
6984;1.21079;Start bit
6985;1.2108;00000001
6986;1.21087;Stop bit
6987;1.21088;Start bit
6988;1.21089;00000001
6989;1.21096;Stop bit
6990;1.21098;Start bit
6991;1.21099;11111100
6992;1.21106;Stop bit
6993;1.21107;Start bit
6994;1.21108;00000010
6995;1.21115;Stop bit
6996;1.21117;Start bit
6997;1.21118;00000000
6998;1.21125;Stop bit
6999;1.21127;Start bit
7000;1.21127;00000000
7001;1.21134;Stop bit
7002;1.21136;Start bit
7003;1.21137;00000000
7004;1.21144;Stop bit
7005;1.21146;Start bit
7006;1.21146;00000000
7007;1.21153;Stop bit
7008;1.21155;Start bit
7009;1.21156;00000000
7010;1.21163;Stop bit
7011;1.21165;Start bit
7012;1.21166;00000000
7013;1.21172;Stop bit
7014;1.21269;Start bit
7015;1.2127;00000001
7016;1.21277;Stop bit
7017;1.21278;Start bit
7018;1.21279;00000010
7019;1.21286;Stop bit
7020;1.21288;Start bit
7021;1.21289;11111101
7022;1.21296;Stop bit
7023;1.21298;Start bit
7024;1.21298;00001010
7025;1.21305;Stop bit
7026;1.21307;Start bit
7027;1.21308;00000001
7028;1.21315;Stop bit
7029;1.21317;Start bit
7030;1.21317;00000001
7031;1.21324;Stop bit
7032;1.21326;Start bit
7033;1.21327;11000000
7034;1.21334;Stop bit
7035;1.21336;Start bit
7036;1.21337;00000010
7037;1.21344;Stop bit
7038;1.21345;Start bit
7039;1.21346;00000000
7040;1.21353;Stop bit
7041;1.21355;Start bit
7042;1.21356;00000000
7043;1.21363;Stop bit
7044;1.21364;Start bit
7045;1.21365;00101001
7046;1.21372;Stop bit
7047;1.21374;Start bit
7048;1.21375;00000001
7049;1.21382;Stop bit
7050;1.21383;Start bit
7051;1.21384;00000000
7052;1.21391;Stop bit
7053;1.21393;Start bit
7054;1.21394;00000000
7055;1.21401;Stop bit
7056;1.21497;Start bit
7057;1.21498;00000001
7058;1.21505;Stop bit
7059;1.21507;Start bit
7060;1.21508;00000010
7061;1.21515;Stop bit
7062;1.21516;Start bit
7063;1.21517;11111101
7064;1.21524;Stop bit
7065;1.21526;Start bit
7066;1.21527;00001010
7067;1.21534;Stop bit
7068;1.21535;Start bit
7069;1.21536;00000001
7070;1.21543;Stop bit
7071;1.21545;Start bit
7072;1.21546;00000001
7073;1.21553;Stop bit
7074;1.21554;Start bit
7075;1.21555;11000000
7076;1.21562;Stop bit
7077;1.21564;Start bit
7078;1.21565;00000010
7079;1.21572;Stop bit
7080;1.21574;Start bit
7081;1.21574;00000000
7082;1.21581;Stop bit
7083;1.21583;Start bit
7084;1.21584;00000000
7085;1.21591;Stop bit
7086;1.21593;Start bit
7087;1.21594;00101011
7088;1.21601;Stop bit
7089;1.21602;Start bit
7090;1.21603;00000001
7091;1.2161;Stop bit
7092;1.21612;Start bit
7093;1.21613;00000000
7094;1.2162;Stop bit
7095;1.21621;Start bit
7096;1.21622;00000000
7097;1.21629;Stop bit
7098;1.21726;Start bit
7099;1.21726;00000001
7100;1.21733;Stop bit
7101;1.21735;Start bit
7102;1.21736;00000010
7103;1.21743;Stop bit
7104;1.21745;Start bit
7105;1.21745;11111101
7106;1.21752;Stop bit
7107;1.21754;Start bit
7108;1.21755;00001010
7109;1.21762;Stop bit
7110;1.21764;Start bit
7111;1.21765;00000000
7112;1.21772;Stop bit
7113;1.21773;Start bit
7114;1.21774;00000001
7115;1.21781;Stop bit
7116;1.21783;Start bit
7117;1.21784;00000000
7118;1.21791;Stop bit
7119;1.21792;Start bit
7120;1.21793;00000000
7121;1.218;Stop bit
7122;1.21802;Start bit
7123;1.21803;00100100
7124;1.2181;Stop bit
7125;1.21811;Start bit
7126;1.21812;01000000
7127;1.21819;Stop bit
7128;1.21821;Start bit
7129;1.21822;10011100
7130;1.21829;Stop bit
7131;1.21831;Start bit
7132;1.21831;11110010
7133;1.21838;Stop bit
7134;1.2184;Start bit
7135;1.21841;00000000
7136;1.21848;Stop bit
7137;1.2185;Start bit
7138;1.21851;00100000
7139;1.21857;Stop bit
7140;1.21954;Start bit
7141;1.21955;00000001
7142;1.21962;Stop bit
7143;1.21963;Start bit
7144;1.21964;00000010
7145;1.21971;Stop bit
7146;1.21973;Start bit
7147;1.21974;11111101
7148;1.21981;Stop bit
7149;1.21982;Start bit
7150;1.21983;00001010
7151;1.2199;Stop bit
7152;1.21992;Start bit
7153;1.21993;00000000
7154;1.22;Stop bit
7155;1.22002;Start bit
7156;1.22002;00000001
7157;1.22009;Stop bit
7158;1.22011;Start bit
7159;1.22012;00000000
7160;1.22019;Stop bit
7161;1.22021;Start bit
7162;1.22022;00000001
7163;1.22028;Stop bit
7164;1.2203;Start bit
7165;1.22031;00011000
7166;1.22038;Stop bit
7167;1.2204;Start bit
7168;1.22041;01000000
7169;1.22048;Stop bit
7170;1.22049;Start bit
7171;1.2205;10111000
7172;1.22057;Stop bit
7173;1.22059;Start bit
7174;1.2206;01101000
7175;1.22067;Stop bit
7176;1.22068;Start bit
7177;1.22069;00000000
7178;1.22076;Stop bit
7179;1.22078;Start bit
7180;1.22079;00000000
7181;1.22086;Stop bit
7182;1.22182;Start bit
7183;1.22183;00000001
7184;1.2219;Stop bit
7185;1.22192;Start bit
7186;1.22193;00000010
7187;1.222;Stop bit
7188;1.22201;Start bit
7189;1.22202;11111101
7190;1.22209;Stop bit
7191;1.22211;Start bit
7192;1.22212;00001010
7193;1.22219;Stop bit
7194;1.2222;Start bit
7195;1.22221;00000000
7196;1.22228;Stop bit
7197;1.2223;Start bit
7198;1.22231;00000001
7199;1.22238;Stop bit
7200;1.22239;Start bit
7201;1.2224;00100000
7202;1.22247;Stop bit
7203;1.22249;Start bit
7204;1.2225;00000001
7205;1.22257;Stop bit
7206;1.22259;Start bit
7207;1.22259;00011000
7208;1.22266;Stop bit
7209;1.22268;Start bit
7210;1.22269;01000000
7211;1.22276;Stop bit
7212;1.22278;Start bit
7213;1.22279;11110100
7214;1.22286;Stop bit
7215;1.22287;Start bit
7216;1.22288;01101001
7217;1.22295;Stop bit
7218;1.22297;Start bit
7219;1.22298;00000000
7220;1.22305;Stop bit
7221;1.22306;Start bit
7222;1.22307;00000000
7223;1.22314;Stop bit
7224;1.2241;Start bit
7225;1.22411;00000001
7226;1.22418;Stop bit
7227;1.2242;Start bit
7228;1.22421;00000010
7229;1.22428;Stop bit
7230;1.2243;Start bit
7231;1.2243;11111101
7232;1.22437;Stop bit
7233;1.22439;Start bit
7234;1.2244;00001010
7235;1.22447;Stop bit
7236;1.22449;Start bit
7237;1.2245;00000000
7238;1.22456;Stop bit
7239;1.22458;Start bit
7240;1.22459;00000001
7241;1.22466;Stop bit
7242;1.22468;Start bit
7243;1.22469;00000100
7244;1.22476;Stop bit
7245;1.22477;Start bit
7246;1.22478;00000001
7247;1.22485;Stop bit
7248;1.22487;Start bit
7249;1.22488;00011000
7250;1.22495;Stop bit
7251;1.22496;Start bit
7252;1.22497;01000000
7253;1.22504;Stop bit
7254;1.22506;Start bit
7255;1.22507;10111000
7256;1.22514;Stop bit
7257;1.22516;Start bit
7258;1.22516;01100110
7259;1.22523;Stop bit
7260;1.22525;Start bit
7261;1.22526;00000000
7262;1.22533;Stop bit
7263;1.22535;Start bit
7264;1.22535;00000000
7265;1.22542;Stop bit
7266;1.22639;Start bit
7267;1.2264;00000001
7268;1.22647;Stop bit
7269;1.22648;Start bit
7270;1.22649;00000010
7271;1.22656;Stop bit
7272;1.22658;Start bit
7273;1.22659;11111101
7274;1.22666;Stop bit
7275;1.22667;Start bit
7276;1.22668;00001010
7277;1.22675;Stop bit
7278;1.22677;Start bit
7279;1.22678;00000000
7280;1.22685;Stop bit
7281;1.22687;Start bit
7282;1.22687;00000001
7283;1.22694;Stop bit
7284;1.22696;Start bit
7285;1.22697;00100100
7286;1.22704;Stop bit
7287;1.22706;Start bit
7288;1.22707;00000001
7289;1.22713;Stop bit
7290;1.22715;Start bit
7291;1.22716;00011000
7292;1.22723;Stop bit
7293;1.22725;Start bit
7294;1.22726;01000000
7295;1.22733;Stop bit
7296;1.22734;Start bit
7297;1.22735;11110100
7298;1.22742;Stop bit
7299;1.22744;Start bit
7300;1.22745;01101001
7301;1.22752;Stop bit
7302;1.22753;Start bit
7303;1.22754;00000000
7304;1.22761;Stop bit
7305;1.22763;Start bit
7306;1.22764;00000000
7307;1.22771;Stop bit
7308;1.22866;Start bit
7309;1.22867;00000001
7310;1.22874;Stop bit
7311;1.22876;Start bit
7312;1.22877;00000010
7313;1.22884;Stop bit
7314;1.22885;Start bit
7315;1.22886;11111101
7316;1.22893;Stop bit
7317;1.22895;Start bit
7318;1.22896;00001010
7319;1.22903;Stop bit
7320;1.22904;Start bit
7321;1.22905;00000000
7322;1.22912;Stop bit
7323;1.22914;Start bit
7324;1.22915;00000001
7325;1.22922;Stop bit
7326;1.22924;Start bit
7327;1.22924;00001000
7328;1.22931;Stop bit
7329;1.22933;Start bit
7330;1.22934;00000001
7331;1.22941;Stop bit
7332;1.22943;Start bit
7333;1.22944;00011000
7334;1.2295;Stop bit
7335;1.22952;Start bit
7336;1.22953;01000000
7337;1.2296;Stop bit
7338;1.22962;Start bit
7339;1.22963;01001100
7340;1.2297;Stop bit
7341;1.22971;Start bit
7342;1.22972;01010100
7343;1.22979;Stop bit
7344;1.22981;Start bit
7345;1.22982;00000001
7346;1.22989;Stop bit
7347;1.2299;Start bit
7348;1.22991;00000000
7349;1.22998;Stop bit
7350;1.23095;Start bit
7351;1.23095;00000001
7352;1.23102;Stop bit
7353;1.23104;Start bit
7354;1.23105;00000010
7355;1.23112;Stop bit
7356;1.23114;Start bit
7357;1.23115;11111101
7358;1.23121;Stop bit
7359;1.23123;Start bit
7360;1.23124;00001010
7361;1.23131;Stop bit
7362;1.23133;Start bit
7363;1.23134;00000000
7364;1.23141;Stop bit
7365;1.23142;Start bit
7366;1.23143;00000001
7367;1.2315;Stop bit
7368;1.23152;Start bit
7369;1.23153;00101000
7370;1.2316;Stop bit
7371;1.23161;Start bit
7372;1.23162;00000001
7373;1.23169;Stop bit
7374;1.23171;Start bit
7375;1.23172;00011000
7376;1.23179;Stop bit
7377;1.23181;Start bit
7378;1.23181;01000000
7379;1.23188;Stop bit
7380;1.2319;Start bit
7381;1.23191;10001100
7382;1.23198;Stop bit
7383;1.232;Start bit
7384;1.23201;01010110
7385;1.23207;Stop bit
7386;1.23209;Start bit
7387;1.2321;00000001
7388;1.23217;Stop bit
7389;1.23219;Start bit
7390;1.2322;00000000
7391;1.23227;Stop bit
7392;1.23323;Start bit
7393;1.23324;00000001
7394;1.23331;Stop bit
7395;1.23333;Start bit
7396;1.23333;00000010
7397;1.2334;Stop bit
7398;1.23342;Start bit
7399;1.23343;11111101
7400;1.2335;Stop bit
7401;1.23352;Start bit
7402;1.23352;00001010
7403;1.23359;Stop bit
7404;1.23361;Start bit
7405;1.23362;00000000
7406;1.23369;Stop bit
7407;1.23371;Start bit
7408;1.23372;00000001
7409;1.23378;Stop bit
7410;1.2338;Start bit
7411;1.23381;00000000
7412;1.23388;Stop bit
7413;1.2339;Start bit
7414;1.23391;00000001
7415;1.23398;Stop bit
7416;1.23399;Start bit
7417;1.234;00000000
7418;1.23407;Stop bit
7419;1.23409;Start bit
7420;1.2341;10000000
7421;1.23417;Stop bit
7422;1.23418;Start bit
7423;1.23419;01001111
7424;1.23426;Stop bit
7425;1.23428;Start bit
7426;1.23429;01110000
7427;1.23436;Stop bit
7428;1.23438;Start bit
7429;1.23438;10100000
7430;1.23445;Stop bit
7431;1.23447;Start bit
7432;1.23448;11100011
7433;1.23455;Stop bit
7434;1.23551;Start bit
7435;1.23552;00000001
7436;1.23559;Stop bit
7437;1.23561;Start bit
7438;1.23562;00000010
7439;1.23569;Stop bit
7440;1.2357;Start bit
7441;1.23571;11111101
7442;1.23578;Stop bit
7443;1.2358;Start bit
7444;1.23581;00001010
7445;1.23588;Stop bit
7446;1.23589;Start bit
7447;1.2359;00000000
7448;1.23597;Stop bit
7449;1.23599;Start bit
7450;1.236;00000001
7451;1.23607;Stop bit
7452;1.23609;Start bit
7453;1.23609;00001100
7454;1.23616;Stop bit
7455;1.23618;Start bit
7456;1.23619;00000001
7457;1.23626;Stop bit
7458;1.23628;Start bit
7459;1.23628;00011000
7460;1.23635;Stop bit
7461;1.23637;Start bit
7462;1.23638;01000000
7463;1.23645;Stop bit
7464;1.23647;Start bit
7465;1.23648;11101000
7466;1.23655;Stop bit
7467;1.23656;Start bit
7468;1.23657;10111010
7469;1.23664;Stop bit
7470;1.23666;Start bit
7471;1.23667;00000000
7472;1.23674;Stop bit
7473;1.23675;Start bit
7474;1.23676;00000000
7475;1.23683;Stop bit
7476;1.2378;Start bit
7477;1.2378;00000001
7478;1.23787;Stop bit
7479;1.23789;Start bit
7480;1.2379;00000010
7481;1.23797;Stop bit
7482;1.23799;Start bit
7483;1.238;11111101
7484;1.23806;Stop bit
7485;1.23808;Start bit
7486;1.23809;00001010
7487;1.23816;Stop bit
7488;1.23818;Start bit
7489;1.23819;00000000
7490;1.23826;Stop bit
7491;1.23827;Start bit
7492;1.23828;00000001
7493;1.23835;Stop bit
7494;1.23837;Start bit
7495;1.23838;00101100
7496;1.23845;Stop bit
7497;1.23846;Start bit
7498;1.23847;00000001
7499;1.23854;Stop bit
7500;1.23856;Start bit
7501;1.23857;00011000
7502;1.23864;Stop bit
7503;1.23865;Start bit
7504;1.23866;01000000
7505;1.23873;Stop bit
7506;1.23875;Start bit
7507;1.23876;00000000
7508;1.23883;Stop bit
7509;1.23885;Start bit
7510;1.23885;00000001
7511;1.23892;Stop bit
7512;1.23894;Start bit
7513;1.23895;00000000
7514;1.23902;Stop bit
7515;1.23904;Start bit
7516;1.23905;10000000
7517;1.23911;Stop bit
7518;1.24008;Start bit
7519;1.24009;00000001
7520;1.24016;Stop bit
7521;1.24017;Start bit
7522;1.24018;00000010
7523;1.24025;Stop bit
7524;1.24027;Start bit
7525;1.24028;11111101
7526;1.24035;Stop bit
7527;1.24037;Start bit
7528;1.24037;00001010
7529;1.24044;Stop bit
7530;1.24046;Start bit
7531;1.24047;00000000
7532;1.24054;Stop bit
7533;1.24056;Start bit
7534;1.24056;00000001
7535;1.24063;Stop bit
7536;1.24065;Start bit
7537;1.24066;00010000
7538;1.24073;Stop bit
7539;1.24075;Start bit
7540;1.24076;00000001
7541;1.24083;Stop bit
7542;1.24084;Start bit
7543;1.24085;00011000
7544;1.24092;Stop bit
7545;1.24094;Start bit
7546;1.24095;01000000
7547;1.24102;Stop bit
7548;1.24103;Start bit
7549;1.24104;10100000
7550;1.24111;Stop bit
7551;1.24113;Start bit
7552;1.24114;01000111
7553;1.24121;Stop bit
7554;1.24123;Start bit
7555;1.24123;00000010
7556;1.2413;Stop bit
7557;1.24132;Start bit
7558;1.24133;00000000
7559;1.2414;Stop bit
7560;1.24236;Start bit
7561;1.24237;00000001
7562;1.24244;Stop bit
7563;1.24246;Start bit
7564;1.24247;00000010
7565;1.24254;Stop bit
7566;1.24255;Start bit
7567;1.24256;11111101
7568;1.24263;Stop bit
7569;1.24265;Start bit
7570;1.24266;00001010
7571;1.24273;Stop bit
7572;1.24274;Start bit
7573;1.24275;00000000
7574;1.24282;Stop bit
7575;1.24284;Start bit
7576;1.24285;00000001
7577;1.24292;Stop bit
7578;1.24293;Start bit
7579;1.24294;00110000
7580;1.24301;Stop bit
7581;1.24303;Start bit
7582;1.24304;00000001
7583;1.24311;Stop bit
7584;1.24313;Start bit
7585;1.24313;00011000
7586;1.2432;Stop bit
7587;1.24322;Start bit
7588;1.24323;01000000
7589;1.2433;Stop bit
7590;1.24332;Start bit
7591;1.24333;01011100
7592;1.2434;Stop bit
7593;1.24341;Start bit
7594;1.24342;01000111
7595;1.24349;Stop bit
7596;1.24351;Start bit
7597;1.24352;00000010
7598;1.24359;Stop bit
7599;1.2436;Start bit
7600;1.24361;00000000
7601;1.24368;Stop bit
7602;1.24465;Start bit
7603;1.24465;00000001
7604;1.24472;Stop bit
7605;1.24474;Start bit
7606;1.24475;00000010
7607;1.24482;Stop bit
7608;1.24484;Start bit
7609;1.24484;11111101
7610;1.24491;Stop bit
7611;1.24493;Start bit
7612;1.24494;00001010
7613;1.24501;Stop bit
7614;1.24503;Start bit
7615;1.24504;00000000
7616;1.24511;Stop bit
7617;1.24512;Start bit
7618;1.24513;00000001
7619;1.2452;Stop bit
7620;1.24522;Start bit
7621;1.24523;00010100
7622;1.2453;Stop bit
7623;1.24531;Start bit
7624;1.24532;00000001
7625;1.24539;Stop bit
7626;1.24541;Start bit
7627;1.24542;00011000
7628;1.24549;Stop bit
7629;1.2455;Start bit
7630;1.24551;01000000
7631;1.24558;Stop bit
7632;1.2456;Start bit
7633;1.24561;11000100
7634;1.24568;Stop bit
7635;1.2457;Start bit
7636;1.2457;11111000
7637;1.24577;Stop bit
7638;1.24579;Start bit
7639;1.2458;00000000
7640;1.24587;Stop bit
7641;1.24589;Start bit
7642;1.2459;00000000
7643;1.24596;Stop bit
7644;1.24693;Start bit
7645;1.24694;00000001
7646;1.24701;Stop bit
7647;1.24702;Start bit
7648;1.24703;00000010
